epoch,model,metric_name,metric_value,time
55,generator,train_mean_loss,2.9383168,0.8191523551940918
55,discriminator,validation_accuracy,0.7872222222222223,0.8191852569580078
56,discriminator,train_mean_loss,0.7291276,0.8192412853240967
56,generator,train_mean_loss,3.18473,0.8193490505218506
56,discriminator,validation_accuracy,0.9116666666666666,0.8193814754486084
57,discriminator,train_mean_loss,0.62974024,0.8196218013763428
57,generator,train_mean_loss,3.8308094,0.8197286128997803
57,discriminator,validation_accuracy,0.9016666666666666,0.819760799407959
58,discriminator,train_mean_loss,0.63601714,0.8172516822814941
58,generator,train_mean_loss,3.9683573,0.8173575401306152
58,discriminator,validation_accuracy,0.8055555555555556,0.8173887729644775
59,discriminator,train_mean_loss,0.48285446,0.8146662712097168
59,generator,train_mean_loss,5.4516,0.8147733211517334
59,discriminator,validation_accuracy,0.8411111111111111,0.814805269241333
60,discriminator,train_mean_loss,0.5678678,0.8216283321380615
60,generator,train_mean_loss,3.8493876,0.8217349052429199
60,discriminator,validation_accuracy,0.9544444444444444,0.821768045425415
61,discriminator,train_mean_loss,0.5455847,0.8159151077270508
61,generator,train_mean_loss,4.622936,0.8160219192504883
61,discriminator,validation_accuracy,0.9338888888888889,0.8160536289215088
62,discriminator,train_mean_loss,0.6808876,0.8164658546447754
62,generator,train_mean_loss,3.9902103,0.8165709972381592
62,discriminator,validation_accuracy,0.7844444444444445,0.8166027069091797
63,discriminator,train_mean_loss,0.60691375,0.8142428398132324
63,generator,train_mean_loss,4.050894,0.8143482208251953
63,discriminator,validation_accuracy,0.9411111111111111,0.8143815994262695
64,discriminator,train_mean_loss,0.58183044,0.8182752132415771
64,generator,train_mean_loss,4.406978,0.8183813095092773
64,discriminator,validation_accuracy,0.9527777777777777,0.8184146881103516
65,discriminator,train_mean_loss,0.5116023,0.8196661472320557
65,generator,train_mean_loss,4.723538,0.8197715282440186
65,discriminator,validation_accuracy,0.9183333333333333,0.8198041915893555
66,discriminator,train_mean_loss,0.5081963,0.8215587139129639
66,generator,train_mean_loss,4.641496,0.8216691017150879
66,discriminator,validation_accuracy,0.8788888888888889,0.8217012882232666
67,discriminator,train_mean_loss,0.5544163,0.8234872817993164
67,generator,train_mean_loss,4.7327666,0.823594331741333
67,discriminator,validation_accuracy,0.8244444444444444,0.8236362934112549
68,discriminator,train_mean_loss,0.9150304,0.8205509185791016
68,generator,train_mean_loss,3.2470927,0.8206565380096436
68,discriminator,validation_accuracy,0.9588888888888889,0.8206894397735596
69,discriminator,train_mean_loss,0.645631,0.814983606338501
69,generator,train_mean_loss,3.6489923,0.8150911331176758
69,discriminator,validation_accuracy,0.8361111111111111,0.8151237964630127
70,discriminator,train_mean_loss,0.69704294,0.8193600177764893
70,generator,train_mean_loss,3.5938768,0.8194701671600342
70,discriminator,validation_accuracy,0.9283333333333333,0.8195030689239502
71,discriminator,train_mean_loss,0.6038076,0.8169674873352051
71,generator,train_mean_loss,3.6887882,0.8170754909515381
71,discriminator,validation_accuracy,0.8,0.8171114921569824
72,discriminator,train_mean_loss,0.6182093,0.821155309677124
72,generator,train_mean_loss,4.089145,0.8212628364562988
72,discriminator,validation_accuracy,0.8672222222222222,0.8212950229644775
73,discriminator,train_mean_loss,0.6786579,0.8211922645568848
73,generator,train_mean_loss,3.384601,0.821300745010376
73,discriminator,validation_accuracy,0.8433333333333334,0.8213338851928711
74,discriminator,train_mean_loss,0.7574922,0.8194506168365479
74,generator,train_mean_loss,3.715032,0.8195559978485107
74,discriminator,validation_accuracy,0.8133333333333334,0.8195881843566895
75,discriminator,train_mean_loss,0.60878515,0.8216285705566406
75,generator,train_mean_loss,4.197548,0.8217363357543945
75,discriminator,validation_accuracy,0.8566666666666667,0.8217689990997314
76,discriminator,train_mean_loss,0.56572133,0.824272871017456
76,generator,train_mean_loss,4.139353,0.8243837356567383
76,discriminator,validation_accuracy,0.9594444444444444,0.8244187831878662
77,discriminator,train_mean_loss,0.5129578,0.8182406425476074
77,generator,train_mean_loss,5.0220904,0.8183465003967285
77,discriminator,validation_accuracy,0.9344444444444444,0.8183794021606445
78,discriminator,train_mean_loss,0.6466504,0.8218212127685547
78,generator,train_mean_loss,3.7207747,0.8219289779663086
78,discriminator,validation_accuracy,0.8122222222222222,0.8219616413116455
79,discriminator,train_mean_loss,0.57780695,0.8241009712219238
79,generator,train_mean_loss,4.7953806,0.8242053985595703
79,discriminator,validation_accuracy,0.8361111111111111,0.8242380619049072
80,discriminator,train_mean_loss,0.62772274,0.8205361366271973
80,generator,train_mean_loss,4.4814353,0.8206446170806885
80,discriminator,validation_accuracy,0.9411111111111111,0.8206770420074463
81,discriminator,train_mean_loss,0.61801654,0.8154995441436768
81,generator,train_mean_loss,4.103276,0.8156063556671143
81,discriminator,validation_accuracy,0.875,0.8156383037567139
